fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,good_quality,cluster,free_to_total_SO2,total_acidity,alcohol_acidity_ratio,PC1_score,PC2_score
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,5,0,0,0.19230769230769232,9.440000000000001,15.0,0.2927228368850221,2.683192832359721
7.1,0.61,0.02,2.5,0.081,17.0,87.0,0.99745,3.48,0.6,9.7,6,0,0,0.19540229885057472,7.71,15.901639344262295,-1.3720858906955402,1.5100128460602869
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,5,0,0,0.5384615384615384,8.3,18.000000000000004,-1.513389353068225,-0.8759497868567895
10.1,0.27,0.54,2.3,0.065,7.0,26.0,0.99531,3.17,0.53,12.5,6,0,1,0.2692307692307692,10.37,46.29629629629629,1.0407843407129214,-2.519595767381397
10.8,0.89,0.3,2.6,0.132,7.0,60.0,0.99786,2.99,1.18,10.2,5,0,1,0.11666666666666667,11.690000000000001,11.46067415730337,2.470182044494465,0.34076320790715
8.7,0.46,0.31,2.5,0.126,24.0,64.0,0.99746,3.1,0.74,9.6,5,0,1,0.375,9.16,20.8695652173913,1.420361102269634,1.0042242163007686
9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7,1,1,0.5,9.67,29.189189189189193,0.6344727698822992,-0.9310351658147672
9.4,0.5,0.34,3.6,0.0819999999999999,5.0,14.0,0.9987,3.29,0.52,10.7,6,0,1,0.35714285714285715,9.9,21.4,0.813770056708054,-0.9056353951485291
7.2,0.61,0.08,4.0,0.0819999999999999,26.0,108.0,0.99641,3.25,0.51,9.4,5,0,0,0.24074074074074073,7.8100000000000005,15.40983606557377,-0.7041868112385803,2.535478273008828
8.6,0.55,0.09,3.3,0.068,8.0,17.0,0.99735,3.23,0.44,10.0,5,0,0,0.47058823529411764,9.15,18.18181818181818,-0.31306881650775537,-0.3520827920666738
5.1,0.585,0.0,1.7,0.044,14.0,86.0,0.99264,3.56,0.94,12.9,7,1,0,0.16279069767441862,5.685,22.051282051282055,-3.267679199488958,-0.6809354806126717
7.7,0.56,0.08,2.5,0.114,14.0,46.0,0.9971,3.24,0.66,9.6,6,0,0,0.30434782608695654,8.26,17.142857142857142,-0.17782964602322301,0.5523334892953512
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,6,0,0,0.2222222222222222,8.92,19.03846153846154,0.002251565940993131,-0.7995981532015803
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,7,1,1,0.4,8.479999999999999,45.714285714285715,-0.5004049158877839,-3.091712524593536
8.4,0.25,0.39,2.0,0.0409999999999999,4.0,10.0,0.99386,3.27,0.71,12.5,7,1,1,0.4,8.65,50.0,-0.2341275205992705,-3.096714391871935
7.4,0.53,0.12,1.9,0.165,4.0,12.0,0.99702,3.26,0.86,9.2,5,0,0,0.3333333333333333,7.930000000000001,17.358490566037734,0.2824455759710204,-0.4782172976378175
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,6,0,0,0.26666666666666666,8.08,21.458333333333336,0.0546940394537596,-1.0812117386973017
7.3,0.49,0.1,2.6,0.068,4.0,14.0,0.99562,3.3,0.47,10.5,5,0,0,0.2857142857142857,7.79,21.42857142857143,-1.2120877945272377,-1.1471087842325955
12.9,0.5,0.55,2.8,0.072,7.0,24.0,1.00012,3.09,0.68,10.9,6,0,1,0.2916666666666667,13.4,21.8,3.256583606509809,-1.1467517280627857
10.8,0.45,0.33,2.5,0.099,20.0,38.0,0.99818,3.24,0.71,10.8,5,0,1,0.5263157894736842,11.25,24.0,1.5062322133828838,-0.22434200581794783
6.9,0.39,0.24,2.1,0.102,4.0,7.0,0.99462,3.44,0.58,11.4,4,0,0,0.5714285714285714,7.29,29.23076923076923,-1.3191030581225456,-1.994592547420423
12.6,0.41,0.54,2.8,0.103,19.0,41.0,0.99939,3.21,0.76,11.3,6,0,1,0.4634146341463415,13.01,27.560975609756103,2.9698753943272016,-0.5543016991154303
9.8,0.51,0.19,3.2,0.081,8.0,30.0,0.9984,3.23,0.58,10.5,6,0,1,0.26666666666666666,10.31,20.588235294117645,0.7430183504918799,-0.4292652772575901
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,6,0,1,0.7037037037037037,11.09,41.03448275862069,0.9867126971943161,-1.7273281848493178
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,5,0,0,0.44680851063829785,7.8149999999999995,13.146853146853148,-1.5469539956520497,1.1553245189014143
9.1,0.66,0.15,3.2,0.0969999999999999,9.0,59.0,0.99976,3.28,0.54,9.6,5,0,0,0.15254237288135594,9.76,14.545454545454545,0.5361400210201167,0.9827050999506856
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,5,0,0,0.4090909090909091,7.6850000000000005,14.160583941605838,-1.469606264246323,-0.10014415156234718
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,1,0,0.38095238095238093,5.32,33.333333333333336,-4.176640826271386,-1.9769093056895761
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,5,0,0,0.4166666666666667,7.24,18.14814814814815,-1.6102567280590148,0.19619893575723862
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,5,0,0,0.375,7.58,21.458333333333336,-0.2778380805884593,-0.9221121911879068
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,5,0,0,0.40540540540540543,7.56,23.260869565217387,-1.1134683928170226,-0.22186789618545233
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,1,0,0.5,7.77,40.74074074074074,-0.6153790869032164,-2.1907296533085687
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8,1,0,0.7555555555555555,8.37,22.280701754385966,-1.8825839588967863,-0.1868987094407704
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6,0,0,0.6666666666666666,6.510000000000001,18.19672131147541,-2.6204593012534705,-0.7244721691520555
7.5,0.685,0.07,2.5,0.0579999999999999,5.0,9.0,0.99632,3.38,0.55,10.9,4,0,0,0.5555555555555556,8.185,15.912408759124087,-1.5519323647599714,-1.009843328789567
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,3,0,1,0.7083333333333334,10.84,22.5,1.6467686185618204,0.8265810142700581
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,4,0,1,0.7058823529411765,12.07,21.063829787234045,2.0160573274801883,0.9568970213397822
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,5,0,0,0.6956521739130435,9.485000000000001,13.722627737226277,-0.3595477600982925,0.11852993204872328
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,5,0,0,0.4909090909090909,8.265,13.984962406015038,-1.3554402885249175,1.2857606216158823
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,1,0,0.36,6.98,41.78571428571428,-2.097862743855964,0.2649811414585973
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,1,1,0.32142857142857145,10.41,36.12903225806451,1.1875213780831246,-1.709018699432938
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,5,0,0,0.5,6.5,20.0,-1.8990660861451591,-0.06558640731614493
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7,1,1,0.2647058823529412,11.52,28.80952380952381,1.7093216831302496,-1.6244769173823557
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,5,0,0,0.6774193548387096,7.26,15.606060606060606,-1.6752333320496005,0.6646368008989819
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,6,0,1,0.5,11.1,21.8,1.5687183871788293,0.8675288081043795
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,5,0,0,0.09782608695652174,7.785,13.722627737226277,-0.2913184727027406,0.9458169664980903
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,6,0,1,0.6190476190476191,10.15,42.4,1.4668512677272936,-0.6939248553365166
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,5,0,0,0.45161290322580644,7.04,15.3125,-1.6362892298682787,0.0883115321366557
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,6,0,0,0.3076923076923077,8.08,14.558823529411764,-1.051729627516074,0.20501419438723698
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,5,0,0,0.375,7.03,15.555555555555557,-1.6132527579549454,-0.045669140672812795
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,5,0,1,0.4090909090909091,9.73,22.093023255813954,0.8216171355923311,-0.8040325763908037
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,5,0,1,0.21311475409836064,8.42,23.095238095238095,1.4042559526376792,1.8843379679226175
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,6,0,1,0.7454545454545455,9.66,30.27777777777778,0.1477631421142283,0.5403222356905837
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,7,1,0,0.7142857142857143,8.334999999999999,15.918367346938775,-2.0790345931739544,-0.9984132115282137
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,7,1,1,0.3404255319148936,8.459999999999999,43.46153846153846,0.0775032174023379,-0.9456590516599235
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,7,1,1,0.53125,11.979999999999999,37.857142857142854,1.9811872074210803,-1.2378233536483572
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,6,0,0,0.625,7.359999999999999,19.999999999999996,-1.3356277057274268,-1.041944683353924
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,5,0,0,0.17647058823529413,7.82,15.32258064516129,-1.4079568468311123,1.4742945569090062
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,6,0,0,0.17045454545454544,6.81,11.386138613861386,-2.496499388152057,0.26187398773175824
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,5,0,0,0.28,7.92,24.761904761904763,-0.2559384027276536,-0.961091004792325
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,5,0,0,0.20238095238095238,7.82,15.64516129032258,-1.465493804882964,1.4513325309924907
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,5,0,0,0.18604651162790697,7.835,15.275590551181102,-1.4326032612852662,1.4657013078450283
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,6,0,0,0.5416666666666666,7.29,23.06122448979592,-1.2277919849098649,-1.2061481628709103
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,6,0,0,0.5909090909090909,7.41,21.960784313725487,-1.1757458492593813,-1.241032603164536
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,6,0,0,0.627906976744186,8.23,17.3015873015873,-1.6660863708215576,0.4743681887582158
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,6,0,0,0.7209302325581395,8.415000000000001,16.503496503496507,-2.413939825037916,0.21497732561042893
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,5,0,0,0.782608695652174,7.460000000000001,18.928571428571427,-2.2560269487144398,0.9011498068252887
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,4,0,0,0.5833333333333334,7.6499999999999995,28.571428571428573,-0.9641245214579189,0.36924209095473853
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,7,1,1,0.6,9.31,52.857142857142854,0.45958634352202377,-2.321815891442094
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,7,1,1,0.6,10.780000000000001,31.05263157894737,1.6003596921908019,-2.180302602944671
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,7,1,1,0.4375,9.110000000000001,38.06451612903226,0.7543805178867456,-1.9507621502420127
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,4,0,0,0.5,7.569999999999999,23.19148936170213,-1.7923100491235215,-1.2492802729657748
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,6,0,0,0.43478260869565216,9.41,16.39344262295082,0.3165048806469673,1.8600700361202287
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,5,0,0,0.20454545454545456,7.8,15.833333333333334,-1.50149356801599,1.6169567966732026
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,5,0,0,0.47619047619047616,9.76,17.678571428571427,-0.09100124809529937,-0.728641565757004
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,6,0,0,0.8571428571428571,8.315,15.944055944055945,-2.1545207026205486,0.3771497936715785
8.4,0.31,0.29,3.1,0.1939999999999999,14.0,26.0,0.99536,3.22,0.78,12.0,6,0,1,0.5384615384615384,8.71,38.70967741935484,0.8340906561411796,-1.212523378133251
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,5,0,0,0.3,9.65,14.0,-0.25176692247558696,-0.06748152501391379
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,6,0,0,0.2857142857142857,9.8,13.0,-0.28005472063895004,-0.042849579008136
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7,1,1,0.5178571428571429,11.219999999999999,23.269230769230766,1.0996786333279174,-0.27828517713498596
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,6,0,0,0.5,7.37,19.649122807017545,-2.1595130634340496,0.939692715384332
10.7,0.9,0.34,6.6,0.1119999999999999,23.0,99.0,1.00289,3.22,0.68,9.3,5,0,1,0.23232323232323232,11.6,10.333333333333334,2.6007421806724507,3.5595126988870787
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,5,0,0,0.5769230769230769,7.54,29.705882352941174,-0.9425875397981739,0.48835880424585565
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,5,0,0,0.18604651162790697,7.86,14.696969696969695,-1.6092240391940464,1.4696247248705792
10.1,0.45,0.23,1.9,0.0819999999999999,10.0,18.0,0.99774,3.22,0.65,9.3,6,0,1,0.5555555555555556,10.549999999999999,20.666666666666668,0.9815800338773778,-0.5630080507383437
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,6,0,0,0.19318181818181818,7.83,15.555555555555557,-1.5633178139607284,1.4575847301514668
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,6,0,0,0.627906976744186,7.6899999999999995,18.135593220338983,-1.8386798815192325,0.5735476494342946
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,1,1,0.3953488372093023,8.610000000000001,40.32258064516129,-0.038447572378447384,-1.570891557452208
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,3,0,0,0.5454545454545454,9.32,10.784313725490195,-1.523212273366627,0.10012081770947436
8.9,0.31,0.36,2.6,0.0559999999999999,10.0,39.0,0.99562,3.4,0.69,11.8,5,0,1,0.2564102564102564,9.21,38.06451612903226,-0.05782357121411939,-1.5876687982362783
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,1,0,0.48484848484848486,8.035,17.007874015748033,-1.4952269223511783,0.015416161146820944
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,1,0,0.6111111111111112,7.39,18.305084745762713,-1.3354032757575787,-0.019663145298052572
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,5,0,0,0.13043478260869565,9.78,16.379310344827587,0.6034897378204874,1.8021356386328617
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,5,0,0,0.15384615384615385,7.74,20.37037037037037,-0.5789955910302398,0.17344975838467064
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6,0,0,0.6666666666666666,6.66,20.535714285714285,-2.8870396614424014,-1.4064144616575014
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,6,0,0,0.5573770491803278,7.92,20.76923076923077,-1.4451152703371508,0.9521127121471034
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,6,0,0,0.6363636363636364,7.6049999999999995,37.704918032786885,-0.963197213222165,-2.505837949687061
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,6,0,1,0.2727272727272727,9.680000000000001,34.73684210526316,0.8706557692882079,-2.4840810277007015
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,6,0,1,0.3333333333333333,9.379999999999999,38.92857142857142,2.4524664908839235,-0.5271867737347133
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,6,0,1,0.5,10.46,26.52173913043478,0.5805298186152861,-2.237130612537724
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7,1,1,0.3,9.795,30.886075949367086,0.9723718848133472,-2.0018874673475104
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,6,0,1,0.5,8.915,37.77777777777778,0.2138998100673755,-2.6095617292547453
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,0,0,0.11290322580645161,6.015,15.384615384615385,-2.6296954379060566,-0.15485347408523414
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,6,0,0,0.5777777777777777,7.21,24.634146341463417,0.5335647730460213,1.764053990903554
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,6,0,1,0.4050632911392405,8.76,30.555555555555557,0.28689604060705515,0.7006617219624083
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6,0,0,0.8260869565217391,9.02,19.03225806451613,-1.0063586276899879,0.36388958696868345
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,5,0,1,0.43478260869565216,10.01,25.60975609756098,1.0145625481596314,-0.9252715426182827
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,5,0,1,0.5,9.07,23.829787234042552,0.14219508789446889,-1.175861642797345
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,7,1,1,0.6883116883116883,8.82,50.0,0.1258100703216651,1.252515098133268
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,6,0,1,0.7123287671232876,9.64,42.5,0.789780115414479,1.7127682958916046
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,4,0,0,0.14666666666666667,9.07,13.731343283582088,0.16119216258293617,1.0341015955584814
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,7,1,1,0.5263157894736842,9.03,36.36363636363636,0.11230217069531871,-1.968793285953183
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,5,0,0,0.32,7.21,17.21311475409836,-2.1426292305329326,-0.4053133771407617
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,5,0,0,0.34210526315789475,8.01,16.065573770491806,-1.3671704661396225,0.3007287005398511
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,6,0,0,0.4393939393939394,8.0,23.75,-0.42083702142407264,1.0930309567957202
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,6,0,1,0.2638888888888889,9.100000000000001,39.333333333333336,0.010695091379352314,-0.6765637850646196
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,4,0,1,0.23076923076923078,12.63,16.50793650793651,2.108416403347853,-1.1776315080350284
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7,1,0,0.5476190476190477,7.58,33.94736842105263,-0.8666695973641423,-1.306832679684064
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,5,0,0,0.6363636363636364,6.66,24.782608695652172,-2.573467588351253,-1.767299642871264
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,7,1,1,0.52,9.93,37.57575757575758,0.5477572474705773,-2.158550111616949
9.9,0.27,0.49,5.0,0.0819999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,7,1,1,0.5294117647058824,10.17,46.29629629629629,1.0240529086885857,-2.0585957167984406
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7,1,1,0.25,10.53,23.25581395348837,1.587875144607542,-0.02823860570870179
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7,1,1,0.2222222222222222,10.3,19.4,1.227941072871183,-0.00912996531834809
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7,1,1,0.4583333333333333,8.600000000000001,40.333333333333336,0.47593652175101864,-1.752837404625328
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7,1,1,0.35,10.639999999999999,25.227272727272727,1.2457909855069982,-1.8332474162957932
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7,1,1,0.4583333333333333,10.639999999999999,27.272727272727273,2.0606742599906847,-1.4462886244693125
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7,1,1,0.5,8.58,44.285714285714285,0.09845359658717757,-2.7353335052347254
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,7,1,1,0.47619047619047616,9.02,99.16666666666667,0.4294657697221446,-2.41929088552788
8.2,0.31,0.4,2.2,0.0579999999999999,6.0,10.0,0.99536,3.31,0.68,11.2,7,1,1,0.6,8.51,36.12903225806451,0.041845781900556676,-2.1431126762088737
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,7,1,1,0.5555555555555556,10.54,35.588235294117645,0.7844231278879485,-2.8256886074752137
7.6,0.43,0.4,2.7,0.0819999999999999,6.0,11.0,0.99538,3.44,0.54,12.2,6,0,0,0.5454545454545454,8.03,28.37209302325581,-0.8109600321256554,-2.077801162550453
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,5,0,1,0.391304347826087,8.71,49.523809523809526,0.8209114394785866,-1.5650293798015167
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,6,0,1,0.5,9.36,31.388888888888893,0.6742968807642147,-2.1189213181705524
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,6,0,1,0.23529411764705882,9.87,30.0,0.8347189809802206,-1.020724115934816
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7,1,0,0.6944444444444444,6.970000000000001,19.824561403508774,-1.660303602113164,0.08497782996198214
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,5,0,0,0.375,8.59,16.949152542372882,-0.7816334289731491,0.007950258540307955
8.5,0.47,0.27,1.9,0.0579999999999999,18.0,38.0,0.99518,3.16,0.85,11.1,6,0,1,0.47368421052631576,8.97,23.617021276595747,0.2352522020332532,-0.8396472377653644
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,5,0,0,0.3888888888888889,7.66,16.607142857142858,-0.8233653157344581,-0.5580103117067553
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5,0,0,0.375,7.17,16.666666666666668,-1.1542094248067454,-0.3318978425103639
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,6,0,1,0.7407407407407407,9.07,41.481481481481474,0.8821613859294051,-1.1707680775307685
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,6,0,1,0.5,8.64,32.35294117647059,0.31974126280710125,-0.4719964845990976
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,7,1,1,0.6,9.38,31.315789473684212,0.8480721420383877,-2.0894612553383323
8.5,0.66,0.2,2.1,0.0969999999999999,23.0,113.0,0.99733,3.13,0.48,9.2,5,0,0,0.20353982300884957,9.16,13.939393939393938,0.2805652633013639,2.272842084612475
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,6,0,1,0.6304347826086957,9.4,30.499999999999996,0.13642253927333067,-0.7499662212219385
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,5,0,0,0.3181818181818182,7.26,18.21428571428571,-1.411536510560574,-0.4265014133275068
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,6,0,1,0.6,10.66,41.92307692307692,1.5649088040675392,-2.1715986877830487
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,7,1,1,0.46153846153846156,10.48,30.52631578947368,1.335337269973661,-2.038287110971139
8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,10.7,5,0,1,0.5,8.84,31.470588235294112,-0.2515559612381458,-1.8560773679852396
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.99658,3.3,0.62,12.1,7,1,1,0.5384615384615384,9.13,36.666666666666664,0.739299271442762,-1.5332076706554747
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5,0,0,0.4861111111111111,7.61,22.926829268292686,-0.5714856916157529,1.6194486502730785
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.99801,3.15,0.5,9.1,5,0,0,0.2605042016806723,8.99,15.423728813559322,0.7732174739746608,2.8328866838268625
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7,1,0,0.3103448275862069,7.4,28.25,-0.8900646000126835,-1.2621210938509797
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5,0,1,0.5,12.649999999999999,23.11111111111111,2.0388660890376524,-2.069688667811025
